"doy","year","stand","sensorLoc","sensorUID","ndvi"
250,2016,"ld","overstory",13,0.508270004470273
251,2016,"ld","overstory",13,0.441488990351722
252,2016,"ld","overstory",13,0.436906871192447
253,2016,"ld","overstory",13,0.507700963499543
254,2016,"ld","overstory",13,NA
255,2016,"ld","overstory",13,NA
256,2016,"ld","overstory",13,0.524805170119749
257,2016,"ld","overstory",13,0.607227022780833
258,2016,"ld","overstory",13,0.491574665891923
139,2017,"ld","overstory",13,0.0908402151678158
140,2017,"ld","overstory",13,0.241634278130628
141,2017,"ld","overstory",13,0.425253477953313
142,2017,"ld","overstory",13,0.471125802061054
143,2017,"ld","overstory",13,0.475616151022548
144,2017,"ld","overstory",13,NA
145,2017,"ld","overstory",13,NA
146,2017,"ld","overstory",13,NA
147,2017,"ld","overstory",13,NA
148,2017,"ld","overstory",13,NA
149,2017,"ld","overstory",13,NA
150,2017,"ld","overstory",13,NA
151,2017,"ld","overstory",13,NA
152,2017,"ld","overstory",13,NA
153,2017,"ld","overstory",13,NA
154,2017,"ld","overstory",13,0.551166965888689
155,2017,"ld","overstory",13,NA
156,2017,"ld","overstory",13,NA
157,2017,"ld","overstory",13,0.499051233396584
158,2017,"ld","overstory",13,0.509120851279453
159,2017,"ld","overstory",13,NA
160,2017,"ld","overstory",13,NA
161,2017,"ld","overstory",13,0.591176853176742
162,2017,"ld","overstory",13,0.617885726989773
163,2017,"ld","overstory",13,0.614076399790686
164,2017,"ld","overstory",13,0.61439588688946
165,2017,"ld","overstory",13,0.616766467065868
166,2017,"ld","overstory",13,0.623724489795918
167,2017,"ld","overstory",13,0.650182273446993
168,2017,"ld","overstory",13,0.644848995054193
169,2017,"ld","overstory",13,0.667387327457176
170,2017,"ld","overstory",13,NA
171,2017,"ld","overstory",13,0.663351978454527
172,2017,"ld","overstory",13,0.64753568701169
173,2017,"ld","overstory",13,0.652397122917725
174,2017,"ld","overstory",13,0.650959860383944
175,2017,"ld","overstory",13,NA
176,2017,"ld","overstory",13,0.645957543228584
177,2017,"ld","overstory",13,0.705253850121583
178,2017,"ld","overstory",13,NA
179,2017,"ld","overstory",13,0.64255677039529
180,2017,"ld","overstory",13,NA
181,2017,"ld","overstory",13,NA
182,2017,"ld","overstory",13,0.648898159813296
183,2017,"ld","overstory",13,0.642026132092357
184,2017,"ld","overstory",13,0.666412504765536
185,2017,"ld","overstory",13,0.67901779445102
186,2017,"ld","overstory",13,0.64766246063729
187,2017,"ld","overstory",13,0.651852254800631
188,2017,"ld","overstory",13,NA
189,2017,"ld","overstory",13,0.655679001010008
190,2017,"ld","overstory",13,0.64496201093517
191,2017,"ld","overstory",13,0.639914731808492
192,2017,"ld","overstory",13,0.648694741279645
193,2017,"ld","overstory",13,0.642622025768833
194,2017,"ld","overstory",13,0.64546947305568
195,2017,"ld","overstory",13,0.647188533627343
196,2017,"ld","overstory",13,0.637892769536269
197,2017,"ld","overstory",13,0.643879341044884
198,2017,"ld","overstory",13,0.647205870494315
199,2017,"ld","overstory",13,0.635618310179914
200,2017,"ld","overstory",13,NA
201,2017,"ld","overstory",13,0.63352952140851
202,2017,"ld","overstory",13,NA
203,2017,"ld","overstory",13,0.634641597459354
204,2017,"ld","overstory",13,0.637997817643986
205,2017,"ld","overstory",13,NA
206,2017,"ld","overstory",13,0.639191408957548
207,2017,"ld","overstory",13,0.635748845392567
208,2017,"ld","overstory",13,NA
209,2017,"ld","overstory",13,0.656386908341208
210,2017,"ld","overstory",13,NA
211,2017,"ld","overstory",13,0.634101719721917
212,2017,"ld","overstory",13,0.649711011584557
213,2017,"ld","overstory",13,0.628149112206005
214,2017,"ld","overstory",13,NA
215,2017,"ld","overstory",13,NA
216,2017,"ld","overstory",13,0.628052295847204
217,2017,"ld","overstory",13,NA
218,2017,"ld","overstory",13,0.651677174405239
219,2017,"ld","overstory",13,0.62416611857559
220,2017,"ld","overstory",13,0.623376623376623
221,2017,"ld","overstory",13,0.626228451748026
222,2017,"ld","overstory",13,0.62267148587997
223,2017,"ld","overstory",13,0.613531720383537
224,2017,"ld","overstory",13,0.615159949146136
225,2017,"ld","overstory",13,0.620143260256132
226,2017,"ld","overstory",13,0.630984962637228
227,2017,"ld","overstory",13,0.643573178881711
228,2017,"ld","overstory",13,0.608150470219436
229,2017,"ld","overstory",13,NA
230,2017,"ld","overstory",13,0.600384245917387
231,2017,"ld","overstory",13,0.575596816976127
232,2017,"ld","overstory",13,NA
233,2017,"ld","overstory",13,NA
234,2017,"ld","overstory",13,0.568564227162288
235,2017,"ld","overstory",13,0.533738669849677
236,2017,"ld","overstory",13,0.513885763154341
237,2017,"ld","overstory",13,0.485587583148559
238,2017,"ld","overstory",13,0.466508595139301
239,2017,"ld","overstory",13,0.465740617069587
240,2017,"ld","overstory",13,0.533495055047583
241,2017,"ld","overstory",13,0.484801648634724
242,2017,"ld","overstory",13,0.456643711832174
243,2017,"ld","overstory",13,0.442777539648521
244,2017,"ld","overstory",13,0.41826643397324
245,2017,"ld","overstory",13,0.421814922956838
246,2017,"ld","overstory",13,NA
247,2017,"ld","overstory",13,0.396499698249849
248,2017,"ld","overstory",13,0.375091898250257
249,2017,"ld","overstory",13,0.37332139659803
250,2017,"ld","overstory",13,0.350867375489648
251,2017,"ld","overstory",13,NA
252,2017,"ld","overstory",13,0.373178299432726
253,2017,"ld","overstory",13,NA
254,2017,"ld","overstory",13,NA
255,2017,"ld","overstory",13,NA
256,2017,"ld","overstory",13,NA
257,2017,"ld","overstory",13,NA
258,2017,"ld","overstory",13,NA
135,2018,"ld","overstory",13,NA
136,2018,"ld","overstory",13,NA
137,2018,"ld","overstory",13,NA
138,2018,"ld","overstory",13,NA
139,2018,"ld","overstory",13,NA
140,2018,"ld","overstory",13,NA
141,2018,"ld","overstory",13,NA
142,2018,"ld","overstory",13,NA
143,2018,"ld","overstory",13,NA
144,2018,"ld","overstory",13,NA
145,2018,"ld","overstory",13,NA
146,2018,"ld","overstory",13,NA
147,2018,"ld","overstory",13,NA
148,2018,"ld","overstory",13,NA
149,2018,"ld","overstory",13,NA
150,2018,"ld","overstory",13,NA
151,2018,"ld","overstory",13,NA
152,2018,"ld","overstory",13,NA
153,2018,"ld","overstory",13,NA
154,2018,"ld","overstory",13,NA
155,2018,"ld","overstory",13,NA
156,2018,"ld","overstory",13,NA
157,2018,"ld","overstory",13,NA
158,2018,"ld","overstory",13,NA
159,2018,"ld","overstory",13,NA
160,2018,"ld","overstory",13,NA
161,2018,"ld","overstory",13,NA
